# Simulation 15 (Up to date)
# 495 data points written for 53 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (23,1 m/s)
#
# Tempo (s),Altezza (m),Velocita' verticale (m/s),Accelerazione verticale (m/s²),Velocita' totale (m/s),Accelerazione totale (m/s²),Posizione sopravento (m),Posizione parallela al vento (m),Distanza laterale (m),Direzione laterale (°),Velocita' laterale (m/s),Accelerazione laterale (m/s²),Latitudine (°),Longitudine (°),Gravitational acceleration (m/s²),Angolo d'attacco (°),Tasso di rollio (°/s),Tasso di beccheggio (°/s),Tasso di impennaggio (°/s),Massa (g),Propellant mass (g),Momento di inerzia longitudinale (kg·m²),Momento di inerzia rotazionale (kg·m²),posizione CP  (cm),posizione CG (cm),Calibri del margine di stabilita' (?),Numero di Mach (?),Numero di Reynolds (?),Spinta (N),Forza d'attrito (N),Coefficiente d'attrito (?),Coefficiente d'attrito assiale (?),Coefficiente d'attrito causato dalla pressione (?),Coefficiente d'attrito di base (?),coefficiente della forza normale (?),coefficiente del momento di beccheggio (?),coefficiente del momento di impennaggio (?),coefficiente della forza laterale (?),coefficiente del momento di rollio (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Accelerazione di Coriolis  (m/s²),Reference length (cm),Reference area (cm²),Orientazione verticale (zenith) (°),Orientazione laterale (azimuth) (°),Velocita' del vento (m/s),Temperatura dell'aria (°C),Pressione dell'aria (mbar),Velocita' del suono (m/s),Intervallo di tempo della simulazione (s),Tempo del calcolo (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
73.801,343.01,-6.1183,0.0053208,6.1226,0.22901,-104.45,0.00573,104.45,180,1.9071,0.22894,46.168,9.958,9.8061,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018064,494840,0,5.5721,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8492e-4,NaN,NaN,NaN,NaN,1.8791,12.621,970.32,338.95,0.5,0.56295
74.301,339.95,-6.1181,4.2199e-4,6.1204,0.2574,-105.37,0.0056648,105.37,180,1.7784,0.2574,46.168,9.9579,9.8061,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018056,494782,0,5.5697,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7766e-4,NaN,NaN,NaN,NaN,1.7469,12.64,970.67,338.96,0.5,0.56308
74.801,336.89,-6.1178,6.3259e-4,6.1189,0.16081,-106.28,0.0056034,106.28,180,1.8588,0.16081,46.168,9.9579,9.8061,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018051,494783,0,5.5687,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7016e-4,NaN,NaN,NaN,NaN,1.8791,12.66,971.03,338.97,0.5,0.56322
75.301,333.83,-6.1168,0.0019114,6.1182,0.11508,-107.22,0.0055434,107.22,180,1.9163,0.11507,46.168,9.9579,9.8062,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018049,494846,0,5.5691,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7475e-4,NaN,NaN,NaN,NaN,1.931,12.68,971.39,338.98,0.5,0.56335
75.801,330.78,-6.1161,0.0013991,6.117,0.077202,-108.17,0.0054818,108.17,180,1.8777,0.077189,46.168,9.9579,9.8062,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018045,494871,0,5.5686,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7808e-4,NaN,NaN,NaN,NaN,1.8686,12.7,971.75,339,0.5,0.56347
76.301,327.72,-6.1125,0.0072714,6.1195,0.32911,-109.07,0.0054197,109.07,180,1.7132,0.32903,46.168,9.9579,9.8062,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018051,495197,0,5.5749,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7571e-4,NaN,NaN,NaN,NaN,1.6731,12.72,972.11,339.01,0.5,0.5636
76.801,324.66,-6.1147,-0.0043429,6.1141,0.22641,-109.95,0.0053602,109.95,180,1.8264,0.22637,46.168,9.9579,9.8062,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018035,494879,0,5.5666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6601e-4,NaN,NaN,NaN,NaN,1.8548,12.74,972.47,339.02,0.5,0.56373
77.301,321.6,-6.1132,0.0029631,6.1147,0.025519,-110.87,0.0053019,110.87,180,1.8391,0.025346,46.168,9.9579,9.8062,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018036,495045,0,5.5693,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7258e-4,NaN,NaN,NaN,NaN,1.8426,12.76,972.83,339.03,0.5,0.56386
77.801,318.55,-6.1084,0.0095165,6.1184,0.40624,-111.84,0.0052421,111.84,180,2.0421,0.40613,46.168,9.9579,9.8062,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018046,495469,0,5.5778,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7318e-4,NaN,NaN,NaN,NaN,2.0924,12.78,973.19,339.04,0.5,0.56402
78.301,315.49,-6.1124,-0.0080468,6.1104,0.25037,-112.83,0.0051793,112.83,180,1.917,0.25024,46.168,9.9578,9.8062,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018022,494939,0,5.5649,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8508e-4,NaN,NaN,NaN,NaN,1.8865,12.799,973.54,339.06,0.5,0.56415
78.801,312.44,-6.1043,0.016276,6.1197,0.47925,-113.85,0.0051148,113.85,180,2.1565,0.47897,46.168,9.9578,9.8062,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018049,495815,0,5.5835,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7772e-4,NaN,NaN,NaN,NaN,2.2155,12.819,973.9,339.07,0.5,0.56429
79.301,309.39,-6.1083,-0.007992,6.1109,0.45539,-114.98,0.0050486,114.98,180,2.3842,0.45532,46.168,9.9578,9.8062,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018022,495222,0,5.5691,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.9212e-4,NaN,NaN,NaN,NaN,2.4406,12.839,974.26,339.08,0.5,0.56441
79.801,306.33,-6.1034,0.0098779,6.1162,0.50067,-116.11,0.0049758,116.11,180,2.1339,0.50057,46.168,9.9578,9.8062,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018037,495772,0,5.5804,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0818e-4,NaN,NaN,NaN,NaN,2.0731,12.859,974.62,339.09,0.5,0.56454
80.301,303.28,-6.1021,0.0025792,6.1148,0.60183,-117.1,0.0049021,117.1,180,1.833,0.60182,46.168,9.9578,9.8063,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018032,495779,0,5.5796,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.9054e-4,NaN,NaN,NaN,NaN,1.7598,12.879,974.98,339.1,0.5,0.56466
80.801,300.23,-6.1102,-0.016338,6.1025,0.1192,-118.04,0.0048354,118.04,180,1.892,0.11807,46.168,9.9578,9.8063,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017995,494902,0,5.5588,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7179e-4,NaN,NaN,NaN,NaN,1.907,12.899,975.33,339.12,0.5,0.56479
81.301,297.18,-6.1042,0.012119,6.1103,0.027672,-118.98,0.0047733,118.98,180,1.8796,0.024877,46.168,9.9578,9.8063,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018018,495650,0,5.5746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7602e-4,NaN,NaN,NaN,NaN,1.8769,12.919,975.69,339.13,0.5,0.56492
81.801,294.12,-6.1064,-0.0044357,6.1042,0.02632,-119.91,0.0047114,119.91,180,1.8666,0.025944,46.168,9.9578,9.8063,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017999,495279,0,5.5652,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7472e-4,NaN,NaN,NaN,NaN,1.8638,12.938,976.05,339.14,0.5,0.56505
82.301,291.07,-6.1019,0.0090528,6.1086,0.26138,-120.88,0.00465,120.88,180,1.9972,0.26122,46.168,9.9577,9.8063,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018011,495754,0,5.5748,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7416e-4,NaN,NaN,NaN,NaN,2.0295,12.958,976.41,339.15,0.5,0.56517
82.801,288.02,-6.1036,-0.0033786,6.1035,0.22884,-121.91,0.0045871,121.91,180,2.1116,0.22882,46.168,9.9577,9.8063,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017996,495466,0,5.5673,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8166e-4,NaN,NaN,NaN,NaN,2.14,12.978,976.77,339.16,0.5,0.5653
83.301,284.97,-6.102,0.0030715,6.1041,0.12531,-122.95,0.0045207,122.95,180,2.049,0.12528,46.168,9.9577,9.8063,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017997,495627,0,5.5699,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8911e-4,NaN,NaN,NaN,NaN,2.0341,12.998,977.12,339.18,0.5,0.56548
83.801,281.92,-6.0978,0.0084467,6.1071,0.40233,-123.92,0.004453,123.92,180,1.8479,0.40224,46.168,9.9577,9.8063,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018005,495997,0,5.5771,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8493e-4,NaN,NaN,NaN,NaN,1.7993,13.018,977.48,339.19,0.5,0.56562
84.301,278.87,-6.0999,-0.0041267,6.1017,0.35303,-124.8,0.0043884,124.8,180,1.6714,0.35301,46.168,9.9577,9.8063,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017989,495679,0,5.5689,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7226e-4,NaN,NaN,NaN,NaN,1.6286,13.038,977.84,339.2,0.5,0.56574
84.801,275.82,-6.096,0.0078244,6.1053,0.41463,-125.69,0.0043295,125.69,180,1.8786,0.41456,46.168,9.9577,9.8063,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017999,496089,0,5.5771,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6256e-4,NaN,NaN,NaN,NaN,1.9294,13.057,978.2,339.21,0.5,0.56588
85.301,272.77,-6.1012,-0.010443,6.0961,0.056822,-126.64,0.0042713,126.64,180,1.9066,0.055855,46.168,9.9577,9.8063,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017971,495456,0,5.5619,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7391e-4,NaN,NaN,NaN,NaN,1.9138,13.077,978.56,339.22,0.5,0.56602
85.801,269.72,-6.0963,0.0098451,6.1017,0.12217,-127.6,0.0042101,127.6,180,1.9675,0.12178,46.168,9.9577,9.8064,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017986,496030,0,5.5737,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7605e-4,NaN,NaN,NaN,NaN,1.9826,13.097,978.91,339.24,0.5,0.56615
86.301,266.67,-6.0939,0.0047061,6.1016,0.41069,-128.54,0.0041472,128.54,180,1.7621,0.41066,46.168,9.9576,9.8064,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017986,496144,0,5.5752,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.793e-4,NaN,NaN,NaN,NaN,1.7127,13.117,979.27,339.25,0.5,0.56628
86.801,263.63,-6.0965,-0.0051489,6.096,0.25772,-129.45,0.0040858,129.45,180,1.891,0.25766,46.168,9.9576,9.8064,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017969,495811,0,5.5667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6699e-4,NaN,NaN,NaN,NaN,1.9227,13.137,979.63,339.26,0.5,0.56647
87.301,260.58,-6.0949,0.0030562,6.0967,0.091834,-130.38,0.0040258,130.38,180,1.8451,0.091784,46.168,9.9576,9.8064,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.01797,495989,0,5.5697,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7469e-4,NaN,NaN,NaN,NaN,1.8343,13.156,979.99,339.27,0.5,0.5666
87.801,257.53,-6.0942,0.0014444,6.0955,0.12814,-131.32,0.0039649,131.32,180,1.9091,0.12813,46.168,9.9576,9.8064,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017966,496006,0,5.569,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7184e-4,NaN,NaN,NaN,NaN,1.9251,13.176,980.34,339.28,0.5,0.56674
88.301,254.48,-6.0925,0.0034353,6.0956,0.21156,-132.25,0.0039037,132.25,180,1.8034,0.21154,46.168,9.9576,9.8064,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017966,496138,0,5.571,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7557e-4,NaN,NaN,NaN,NaN,1.7781,13.196,980.7,339.3,0.5,0.56688
88.801,251.44,-6.0932,-0.001422,6.0925,0.034781,-133.16,0.0038429,133.16,180,1.8207,0.034752,46.168,9.9576,9.8064,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017956,496006,0,5.567,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.692e-4,NaN,NaN,NaN,NaN,1.8253,13.216,981.06,339.31,0.5,0.56701
89.301,248.39,-6.0905,0.0054631,6.0943,0.1861,-134.09,0.0037834,134.09,180,1.9137,0.18602,46.168,9.9576,9.8064,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.01796,496270,0,5.5719,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7026e-4,NaN,NaN,NaN,NaN,1.9366,13.236,981.41,339.32,0.5,0.56714
89.801,245.35,-6.0903,4.1155e-4,6.0921,0.22641,-135.08,0.0037227,135.08,180,2.027,0.22641,46.168,9.9576,9.8064,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017953,496209,0,5.5695,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.755e-4,NaN,NaN,NaN,NaN,2.0547,13.255,981.77,339.33,0.5,0.56726
90.301,242.3,-6.0902,1.9679e-4,6.0904,0.060652,-136.08,0.003659,136.08,180,1.9966,0.060652,46.168,9.9575,9.8064,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017948,496188,0,5.568,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8247e-4,NaN,NaN,NaN,NaN,1.9897,13.275,982.13,339.34,0.5,0.56741
90.801,239.26,-6.0878,0.0046852,6.0915,0.20311,-137.11,0.0035937,137.11,180,2.0982,0.20306,46.168,9.9575,9.8064,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.01795,496396,0,5.5716,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8055e-4,NaN,NaN,NaN,NaN,2.1231,13.295,982.49,339.36,0.5,0.56756
91.301,236.21,-6.0886,-0.0015547,6.0882,0.10157,-138.17,0.0035271,138.17,180,2.1489,0.10156,46.168,9.9575,9.8065,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.01794,496244,0,5.5672,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8681e-4,NaN,NaN,NaN,NaN,2.1616,13.315,982.84,339.37,0.5,0.56772
91.801,233.17,-6.0825,0.012225,6.0942,0.41979,-139.19,0.0034583,139.19,180,1.9391,0.41961,46.168,9.9575,9.8065,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017957,496851,0,5.5798,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.9021e-4,NaN,NaN,NaN,NaN,1.8891,13.335,983.2,339.38,0.5,0.56786
92.301,230.13,-6.086,-0.0069165,6.0866,0.36,-140.2,0.0033912,140.2,180,2.1191,0.35993,46.168,9.9575,9.8065,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017934,496355,0,5.5676,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.763e-4,NaN,NaN,NaN,NaN,2.1629,13.354,983.56,339.39,0.5,0.56801
92.801,227.09,-6.0838,0.0043071,6.0883,0.2746,-141.23,0.0033248,141.23,180,1.9818,0.27457,46.168,9.9575,9.8065,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017938,496614,0,5.5724,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8801e-4,NaN,NaN,NaN,NaN,1.9492,13.374,983.91,339.4,0.5,0.56815
93.301,224.04,-6.0837,1.5064e-4,6.0861,0.27071,-142.25,0.003258,142.25,180,2.1172,0.27071,46.168,9.9575,9.8065,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017931,496553,0,5.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7905e-4,NaN,NaN,NaN,NaN,2.1501,13.394,984.27,339.42,0.5,0.56829
93.801,221,-6.0842,-8.9801e-4,6.0838,0.036219,-143.31,0.0031911,143.31,180,2.0991,0.036208,46.168,9.9575,9.8065,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017924,496479,0,5.5673,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8768e-4,NaN,NaN,NaN,NaN,2.0951,13.414,984.63,339.43,0.5,0.56842
94.301,217.96,-6.0817,0.0048915,6.0851,0.17462,-144.34,0.0031227,144.34,180,2.0118,0.17455,46.168,9.9574,9.8065,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017927,496709,0,5.5714,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8654e-4,NaN,NaN,NaN,NaN,1.9912,13.433,984.98,339.44,0.5,0.56855
94.801,214.92,-6.0826,-0.0016683,6.0817,0.014484,-145.34,0.0030554,145.34,180,2.019,0.014387,46.168,9.9574,9.8065,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017916,496550,0,5.5669,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8073e-4,NaN,NaN,NaN,NaN,2.0211,13.453,985.34,339.45,0.5,0.56868
95.301,211.88,-6.0796,0.0059448,6.0839,0.20229,-146.33,0.0029894,146.33,180,1.9179,0.2022,46.168,9.9574,9.8065,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017922,496841,0,5.5724,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8126e-4,NaN,NaN,NaN,NaN,1.894,13.473,985.7,339.46,0.5,0.56883
95.801,208.84,-6.0796,1.0331e-5,6.0814,0.23797,-147.26,0.0029248,147.26,180,1.7989,0.23797,46.168,9.9574,9.8065,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017914,496757,0,5.5694,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7475e-4,NaN,NaN,NaN,NaN,1.7707,13.493,986.05,339.48,0.5,0.56896
96.301,205.8,-6.0764,0.0064008,6.0836,0.35488,-148.2,0.0028635,148.2,180,1.9763,0.35483,46.168,9.9574,9.8066,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.01792,497055,0,5.5751,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6774e-4,NaN,NaN,NaN,NaN,2.0191,13.513,986.41,339.49,0.5,0.56909
96.801,202.76,-6.0743,0.0041922,6.0836,0.4796,-149.13,0.002802,149.13,180,1.7365,0.47958,46.168,9.9574,9.8066,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017919,497177,0,5.5768,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7803e-4,NaN,NaN,NaN,NaN,1.6797,13.532,986.77,339.5,0.5,0.56921
97.301,199.72,-6.0792,-0.0098023,6.0753,0.17722,-150.02,0.0027413,150.02,180,1.825,0.17695,46.168,9.9574,9.8066,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017894,496614,0,5.5632,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6372e-4,NaN,NaN,NaN,NaN,1.8466,13.552,987.12,339.51,0.5,0.56935
97.801,196.69,-6.0716,0.015257,6.0842,0.3961,-150.98,0.0026827,150.98,180,2.0229,0.39581,46.168,9.9574,9.8066,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.01792,497456,0,5.581,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6921e-4,NaN,NaN,NaN,NaN,2.0704,13.572,987.48,339.52,0.5,0.56948
98.301,193.65,-6.0755,-0.0077982,6.0757,0.3615,-152.04,0.0026208,152.04,180,2.2036,0.36142,46.168,9.9573,9.8066,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017894,496884,0,5.5672,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8051e-4,NaN,NaN,NaN,NaN,2.2472,13.592,987.84,339.54,0.5,0.56962
98.801,190.61,-6.0746,0.0016437,6.0759,0.11559,-153.12,0.0025533,153.12,180,2.1458,0.11558,46.168,9.9573,9.8066,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017894,497016,0,5.5691,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.9269e-4,NaN,NaN,NaN,NaN,2.1324,13.611,988.19,339.55,0.5,0.56977
99.301,187.58,-6.0642,0.020911,6.0869,0.62494,-154.12,0.0024832,154.12,180,1.8335,0.62459,46.168,9.9573,9.8066,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017926,498033,0,5.5909,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8875e-4,NaN,NaN,NaN,NaN,1.7601,13.631,988.55,339.56,0.5,0.56991
99.801,184.54,-6.0784,-0.028507,6.065,0.16002,-155.02,0.0024173,155.02,180,1.7548,0.15746,46.168,9.9573,9.8066,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017861,496358,0,5.5524,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6831e-4,NaN,NaN,NaN,NaN,1.7362,13.651,988.9,339.57,0.5,0.57006
100.3,181.5,-6.0666,0.023789,6.0814,0.30432,-155.93,0.0023575,155.93,180,1.9065,0.30338,46.168,9.9573,9.8066,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017908,497816,0,5.584,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6513e-4,NaN,NaN,NaN,NaN,1.9428,13.67,989.26,339.58,0.5,0.5702
100.8,178.47,-6.0716,-0.010105,6.0705,0.35282,-156.93,0.0022978,156.93,180,2.0828,0.35267,46.168,9.9573,9.8066,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017876,497045,0,5.5657,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7286e-4,NaN,NaN,NaN,NaN,2.1253,13.69,989.62,339.6,0.5,0.57034
101.3,175.44,-6.0679,0.0074204,6.0745,0.30503,-157.93,0.0022339,157.93,180,1.9304,0.30493,46.168,9.9573,9.8066,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017887,497492,0,5.5748,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8435e-4,NaN,NaN,NaN,NaN,1.8945,13.71,989.97,339.61,0.5,0.57047
101.8,172.4,-6.0706,-0.0053677,6.0686,0.14551,-158.92,0.0021688,158.92,180,2.0031,0.14541,46.168,9.9573,9.8067,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017869,497122,0,5.5654,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7443e-4,NaN,NaN,NaN,NaN,2.0208,13.73,990.33,339.62,0.5,0.57059
102.3,169.37,-6.0674,0.0063694,6.0714,0.16081,-159.9,0.0021046,159.9,180,1.9227,0.16068,46.168,9.9572,9.8067,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017876,497470,0,5.5722,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7917e-4,NaN,NaN,NaN,NaN,1.904,13.749,990.68,339.63,0.5,0.57071
